source_ref,event_time,amount,currency,customer_ref,event_code
INS-44,2026-07-12T22:27:00,257896.56,GBP,CB202600044,VALIDATED
INS-45,2026-06-24T04:23:00,217926.99,USD,CB202600045,INSTRUCTION_RECEIVED
INS-45,2026-06-24T04:31:00,217926.99,USD,CB202600045,VALIDATED
INS-46,2026-06-29T00:17:00,195044.91,EUR,CB202600046,INSTRUCTION_RECEIVED
INS-46,2026-06-29T00:25:00,195044.91,EUR,CB202600046,VALIDATED
INS-47,2026-05-05T02:11:00,118813.8,EUR,CB202600047,INSTRUCTION_RECEIVED
INS-47,2026-05-05T02:19:00,118813.8,EUR,CB202600047,VALIDATED
INS-48,2026-06-15T06:27:00,235159.72,GBP,CB202600048,INSTRUCTION_RECEIVED
INS-48,2026-06-15T06:35:00,235159.72,GBP,CB202600048,VALIDATED
INS-49,2026-06-22T02:36:00,124816.17,USD,CB202600049,INSTRUCTION_RECEIVED
INS-49,2026-06-22T02:44:00,124816.17,USD,CB202600049,VALIDATED
INS-50,2026-06-05T12:51:00,149030.1,GBP,CB202600050,INSTRUCTION_RECEIVED
INS-50,2026-06-05T12:59:00,149030.1,GBP,CB202600050,VALIDATED
INS-51,2026-07-11T18:00:00,66348.13,EUR,CB202600051,INSTRUCTION_RECEIVED
INS-51,2026-07-11T18:08:00,66348.13,EUR,CB202600051,VALIDATED
INS-52,2026-07-08T11:10:00,102855.53,EUR,CB202600052,INSTRUCTION_RECEIVED
INS-52,2026-07-08T11:18:00,102855.53,EUR,CB202600052,VALIDATED
INS-53,2026-07-01T06:04:00,63187.27,GBP,CB202600053,INSTRUCTION_RECEIVED
INS-53,2026-07-01T06:12:00,63187.27,GBP,CB202600053,VALIDATED
INS-54,2026-06-17T14:13:00,150916.94,USD,CB202600054,INSTRUCTION_RECEIVED
INS-54,2026-06-17T14:21:00,150916.94,USD,CB202600054,VALIDATED
INS-55,2026-06-27T22:59:00,215479.63,USD,CB202600055,INSTRUCTION_RECEIVED
INS-55,2026-06-27T23:07:00,215479.63,USD,CB202600055,VALIDATED
INS-56,2026-05-09T03:02:00,131758.32,GBP,CB202600056,INSTRUCTION_RECEIVED
INS-56,2026-05-09T03:10:00,131758.32,GBP,CB202600056,VALIDATED
INS-57,2026-05-13T13:36:00,206364.57,USD,CB202600057,INSTRUCTION_RECEIVED
INS-57,2026-05-13T13:44:00,206364.57,USD,CB202600057,VALIDATED
INS-58,2026-05-13T11:13:00,19351.85,GBP,CB202600058,INSTRUCTION_RECEIVED
INS-58,2026-05-13T11:21:00,19351.85,GBP,CB202600058,VALIDATED
INS-59,2026-07-03T00:33:00,21574.07,GBP,CB202600059,INSTRUCTION_RECEIVED
INS-59,2026-07-03T00:41:00,21574.07,GBP,CB202600059,VALIDATED
INS-60,2026-06-28T05:23:00,211956.66,EUR,CB202600060,INSTRUCTION_RECEIVED
INS-60,2026-06-28T05:31:00,211956.66,EUR,CB202600060,VALIDATED
INS-61,2026-05-05T08:06:00,289116.78,EUR,CB202600061,INSTRUCTION_RECEIVED
INS-61,2026-05-05T08:14:00,289116.78,EUR,CB202600061,VALIDATED
INS-62,2026-07-14T12:37:00,97844.75,GBP,CB202600062,INSTRUCTION_RECEIVED
INS-62,2026-07-14T12:45:00,97844.75,GBP,CB202600062,VALIDATED
INS-63,2026-05-17T09:39:00,50466.09,USD,CB202600063,INSTRUCTION_RECEIVED
INS-63,2026-05-17T09:47:00,50466.09,USD,CB202600063,VALIDATED
INS-64,2026-07-06T10:49:00,60109.48,GBP,CB202600064,INSTRUCTION_RECEIVED
INS-64,2026-07-06T10:57:00,60109.48,GBP,CB202600064,VALIDATED
INS-65,2026-04-24T05:34:00,130310.37,USD,CB202600065,INSTRUCTION_RECEIVED
INS-65,2026-04-24T05:42:00,130310.37,USD,CB202600065,VALIDATED
INS-66,2026-07-05T12:09:00,69425.47,EUR,CB202600066,INSTRUCTION_RECEIVED
INS-66,2026-07-05T12:17:00,69425.47,EUR,CB202600066,VALIDATED
INS-67,2026-05-06T22:24:00,29065.46,GBP,CB202600067,INSTRUCTION_RECEIVED
INS-67,2026-05-06T22:32:00,29065.46,GBP,CB202600067,VALIDATED
INS-68,2026-06-12T02:45:00,7417.08,GBP,CB202600068,INSTRUCTION_RECEIVED
INS-68,2026-06-12T02:53:00,7417.08,GBP,CB202600068,VALIDATED
INS-69,2026-05-19T00:52:00,110963.11,GBP,CB202600069,INSTRUCTION_RECEIVED
INS-69,2026-05-19T01:00:00,110963.11,GBP,CB202600069,VALIDATED
INS-70,2026-07-14T12:24:00,98728.01,EUR,CB202600070,INSTRUCTION_RECEIVED
INS-70,2026-07-14T12:32:00,98728.01,EUR,CB202600070,VALIDATED
INS-71,2026-06-13T22:15:00,96593.1,USD,CB202600071,INSTRUCTION_RECEIVED
INS-71,2026-06-13T22:23:00,96593.1,USD,CB202600071,VALIDATED
INS-72,2026-07-07T13:10:00,35998.6,GBP,CB202600072,INSTRUCTION_RECEIVED
INS-72,2026-07-07T13:18:00,35998.6,GBP,CB202600072,VALIDATED
INS-73,2026-04-24T06:56:00,160681.47,EUR,CB202600073,INSTRUCTION_RECEIVED
INS-73,2026-04-24T07:04:00,160681.47,EUR,CB202600073,VALIDATED
INS-74,2026-07-11T12:46:00,116346.51,GBP,CB202600074,INSTRUCTION_RECEIVED
INS-74,2026-07-11T12:54:00,116346.51,GBP,CB202600074,VALIDATED
INS-75,2026-06-06T03:01:00,172340.98,EUR,CB202600075,INSTRUCTION_RECEIVED
INS-75,2026-06-06T03:09:00,172340.98,EUR,CB202600075,VALIDATED
INS-76,2026-07-03T01:15:00,96413.45,GBP,CB202600076,INSTRUCTION_RECEIVED
INS-76,2026-07-03T01:23:00,96413.45,GBP,CB202600076,VALIDATED
INS-77,2026-06-08T23:18:00,13762.39,GBP,CB202600077,INSTRUCTION_RECEIVED
INS-77,2026-06-08T23:26:00,13762.39,GBP,CB202600077,VALIDATED
INS-78,2026-06-19T03:13:00,288053.04,USD,CB202600078,INSTRUCTION_RECEIVED
INS-78,2026-06-19T03:21:00,288053.04,USD,CB202600078,VALIDATED
INS-79,2026-04-23T03:15:00,233383.07,USD,CB202600079,INSTRUCTION_RECEIVED
INS-79,2026-04-23T03:23:00,233383.07,USD,CB202600079,VALIDATED
INS-80,2026-06-15T22:41:00,80814.48,EUR,CB202600080,INSTRUCTION_RECEIVED
INS-80,2026-06-15T22:49:00,80814.48,EUR,CB202600080,VALIDATED
INS-81,2026-06-07T23:11:00,260414.8,GBP,CB202600081,INSTRUCTION_RECEIVED
INS-81,2026-06-07T23:19:00,260414.8,GBP,CB202600081,VALIDATED
INS-82,2026-06-28T18:40:00,181827.07,EUR,CB202600082,INSTRUCTION_RECEIVED
INS-82,2026-06-28T18:48:00,181827.07,EUR,CB202600082,VALIDATED
INS-83,2026-05-30T18:07:00,117782.02,GBP,CB202600083,INSTRUCTION_RECEIVED
INS-83,2026-05-30T18:15:00,117782.02,GBP,CB202600083,VALIDATED
INS-84,2026-06-18T06:23:00,160787.1,EUR,CB202600084,INSTRUCTION_RECEIVED
INS-84,2026-06-18T06:31:00,160787.1,EUR,CB202600084,VALIDATED
INS-85,2026-05-08T20:33:00,262549.42,GBP,CB202600085,INSTRUCTION_RECEIVED
INS-85,2026-05-08T20:41:00,262549.42,GBP,CB202600085,VALIDATED
INS-86,2026-05-01T14:32:00,241189.49,EUR,CB202600086,INSTRUCTION_RECEIVED
INS-86,2026-05-01T14:40:00,241189.49,EUR,CB202600086,VALIDATED
INS-87,2026-07-16T13:17:00,202210.95,USD,CB202600087,INSTRUCTION_RECEIVED
INS-87,2026-07-16T13:25:00,202210.95,USD,CB202600087,VALIDATED
INS-88,2026-06-07T08:04:00,296133.47,GBP,CB202600088,INSTRUCTION_RECEIVED
INS-88,2026-06-07T08:12:00,296133.47,GBP,CB202600088,VALIDATED
INS-89,2026-05-02T23:27:00,165873.56,GBP,CB202600089,INSTRUCTION_RECEIVED
INS-89,2026-05-02T23:35:00,165873.56,GBP,CB202600089,VALIDATED
INS-90,2026-05-26T00:37:00,199444.52,GBP,CB202600090,INSTRUCTION_RECEIVED
INS-90,2026-05-26T00:45:00,199444.52,GBP,CB202600090,VALIDATED
INS-91,2026-07-13T03:32:00,269257.71,GBP,CB202600091,INSTRUCTION_RECEIVED
INS-91,2026-07-13T03:40:00,269257.71,GBP,CB202600091,VALIDATED
INS-92,2026-06-14T10:53:00,289537.27,GBP,CB202600092,INSTRUCTION_RECEIVED
INS-92,2026-06-14T11:01:00,289537.27,GBP,CB202600092,VALIDATED
INS-93,2026-05-10T04:48:00,121504.45,GBP,CB202600093,INSTRUCTION_RECEIVED
INS-93,2026-05-10T04:56:00,121504.45,GBP,CB202600093,VALIDATED
INS-94,2026-06-16T02:34:00,145361.84,EUR,CB202600094,INSTRUCTION_RECEIVED
INS-94,2026-06-16T02:42:00,145361.84,EUR,CB202600094,VALIDATED
INS-95,2026-04-23T07:19:00,124332.37,GBP,CB202600095,INSTRUCTION_RECEIVED
INS-95,2026-04-23T07:27:00,124332.37,GBP,CB202600095,VALIDATED
INS-96,2026-06-07T09:29:00,110663.74,USD,CB202600096,INSTRUCTION_RECEIVED
INS-96,2026-06-07T09:37:00,110663.74,USD,CB202600096,VALIDATED
INS-97,2026-06-13T12:04:00,69113.32,GBP,CB202600097,INSTRUCTION_RECEIVED
INS-97,2026-06-13T12:12:00,69113.32,GBP,CB202600097,VALIDATED
INS-98,2026-06-08T01:35:00,180789.11,GBP,CB202600098,INSTRUCTION_RECEIVED
INS-98,2026-06-08T01:43:00,180789.11,GBP,CB202600098,VALIDATED
INS-99,2026-06-03T20:20:00,69992.48,USD,CB202600099,INSTRUCTION_RECEIVED
INS-99,2026-06-03T20:28:00,69992.48,USD,CB202600099,VALIDATED
INS-100,2026-05-27T02:06:00,53248.33,GBP,CB202600100,INSTRUCTION_RECEIVED
INS-100,2026-05-27T02:14:00,53248.33,GBP,CB202600100,VALIDATED
INS-101,2026-06-07T11:37:00,145865.47,GBP,CB202600101,INSTRUCTION_RECEIVED
INS-101,2026-06-07T11:45:00,145865.47,GBP,CB202600101,VALIDATED
INS-102,2026-06-06T04:03:00,31141.52,GBP,CB202600102,INSTRUCTION_RECEIVED
INS-102,2026-06-06T04:11:00,31141.52,GBP,CB202600102,VALIDATED
INS-103,2026-06-28T09:50:00,43608.08,EUR,CB202600103,INSTRUCTION_RECEIVED
INS-103,2026-06-28T09:58:00,43608.08,EUR,CB202600103,VALIDATED
INS-104,2026-07-02T01:16:00,147225.79,EUR,CB202600104,INSTRUCTION_RECEIVED
INS-104,2026-07-02T01:24:00,147225.79,EUR,CB202600104,VALIDATED
INS-105,2026-06-30T20:07:00,106656.26,USD,CB202600105,INSTRUCTION_RECEIVED
INS-105,2026-06-30T20:15:00,106656.26,USD,CB202600105,VALIDATED
INS-106,2026-05-25T13:12:00,100142.5,EUR,CB202600106,INSTRUCTION_RECEIVED
INS-106,2026-05-25T13:20:00,100142.5,EUR,CB202600106,VALIDATED
INS-107,2026-05-22T10:36:00,191390.97,USD,CB202600107,INSTRUCTION_RECEIVED
INS-107,2026-05-22T10:44:00,191390.97,USD,CB202600107,VALIDATED
INS-108,2026-05-07T16:28:00,159735.09,EUR,CB202600108,INSTRUCTION_RECEIVED
INS-108,2026-05-07T16:36:00,159735.09,EUR,CB202600108,VALIDATED
INS-109,2026-06-05T10:36:00,188542.03,USD,CB202600109,INSTRUCTION_RECEIVED
INS-109,2026-06-05T10:44:00,188542.03,USD,CB202600109,VALIDATED
INS-110,2026-05-27T09:14:00,57779.2,EUR,CB202600110,INSTRUCTION_RECEIVED
INS-110,2026-05-27T09:22:00,57779.2,EUR,CB202600110,VALIDATED
INS-111,2026-06-25T23:08:00,160058.45,EUR,CB202600111,INSTRUCTION_RECEIVED
INS-111,2026-06-25T23:16:00,160058.45,EUR,CB202600111,VALIDATED
INS-112,2026-07-11T22:02:00,200407.3,GBP,CB202600112,INSTRUCTION_RECEIVED
INS-112,2026-07-11T22:10:00,200407.3,GBP,CB202600112,VALIDATED
INS-113,2026-06-03T12:04:00,274349.52,GBP,CB202600113,INSTRUCTION_RECEIVED
INS-113,2026-06-03T12:12:00,274349.52,GBP,CB202600113,VALIDATED
INS-114,2026-07-16T03:07:00,27405.75,GBP,CB202600114,INSTRUCTION_RECEIVED
INS-114,2026-07-16T03:15:00,27405.75,GBP,CB202600114,VALIDATED
INS-115,2026-06-03T04:41:00,31510.81,EUR,CB202600115,INSTRUCTION_RECEIVED
INS-115,2026-06-03T04:49:00,31510.81,EUR,CB202600115,VALIDATED
INS-116,2026-06-06T00:03:00,203051.66,EUR,CB202600116,INSTRUCTION_RECEIVED
INS-116,2026-06-06T00:11:00,203051.66,EUR,CB202600116,VALIDATED
INS-117,2026-04-24T21:18:00,245059.07,EUR,CB202600117,INSTRUCTION_RECEIVED
INS-117,2026-04-24T21:26:00,245059.07,EUR,CB202600117,VALIDATED
INS-118,2026-06-11T04:50:00,66733.29,EUR,CB202600118,INSTRUCTION_RECEIVED
INS-118,2026-06-11T04:58:00,66733.29,EUR,CB202600118,VALIDATED
INS-119,2026-05-15T18:51:00,278693.24,EUR,CB202600119,INSTRUCTION_RECEIVED
INS-119,2026-05-15T18:59:00,278693.24,EUR,CB202600119,VALIDATED
INS-120,2026-05-16T06:45:00,121612.46,GBP,CB202600120,INSTRUCTION_RECEIVED
INS-120,2026-05-16T06:53:00,121612.46,GBP,CB202600120,VALIDATED
INS-121,2026-07-03T14:22:00,188109.14,GBP,CB202600121,INSTRUCTION_RECEIVED
INS-121,2026-07-03T14:30:00,188109.14,GBP,CB202600121,VALIDATED
INS-122,2026-04-25T09:25:00,113938.02,GBP,CB202600122,INSTRUCTION_RECEIVED
INS-122,2026-04-25T09:33:00,113938.02,GBP,CB202600122,VALIDATED
INS-123,2026-07-04T22:05:00,1367.25,GBP,CB202600123,INSTRUCTION_RECEIVED
INS-123,2026-07-04T22:13:00,1367.25,GBP,CB202600123,VALIDATED
INS-124,2026-04-23T07:47:00,121470.48,GBP,CB202600124,INSTRUCTION_RECEIVED
INS-124,2026-04-23T07:55:00,121470.48,GBP,CB202600124,VALIDATED
INS-125,2026-07-12T15:16:00,238781.94,EUR,CB202600125,INSTRUCTION_RECEIVED
INS-125,2026-07-12T15:24:00,238781.94,EUR,CB202600125,VALIDATED
INS-126,2026-04-30T17:24:00,207214.81,USD,CB202600126,INSTRUCTION_RECEIVED
INS-126,2026-04-30T17:32:00,207214.81,USD,CB202600126,VALIDATED
INS-127,2026-04-22T23:55:00,166188.68,USD,CB202600127,INSTRUCTION_RECEIVED
INS-127,2026-04-23T00:03:00,166188.68,USD,CB202600127,VALIDATED
INS-128,2026-06-01T21:13:00,212159.14,GBP,CB202600128,INSTRUCTION_RECEIVED
INS-128,2026-06-01T21:21:00,212159.14,GBP,CB202600128,VALIDATED
INS-129,2026-06-07T19:50:00,287411.26,GBP,CB202600129,INSTRUCTION_RECEIVED
INS-129,2026-06-07T19:58:00,287411.26,GBP,CB202600129,VALIDATED
INS-130,2026-06-29T15:28:00,27659.4,USD,CB202600130,INSTRUCTION_RECEIVED
INS-130,2026-06-29T15:36:00,27659.4,USD,CB202600130,VALIDATED
INS-131,2026-06-24T04:52:00,268872.31,EUR,CB202600131,INSTRUCTION_RECEIVED
INS-131,2026-06-24T05:00:00,268872.31,EUR,CB202600131,VALIDATED
INS-132,2026-06-24T06:27:00,215738.53,EUR,CB202600132,INSTRUCTION_RECEIVED
INS-132,2026-06-24T06:35:00,215738.53,EUR,CB202600132,VALIDATED
INS-133,2026-05-02T06:14:00,84356.15,USD,CB202600133,INSTRUCTION_RECEIVED
INS-133,2026-05-02T06:22:00,84356.15,USD,CB202600133,VALIDATED
INS-134,2026-06-19T01:42:00,244229.7,GBP,CB202600134,INSTRUCTION_RECEIVED
INS-134,2026-06-19T01:50:00,244229.7,GBP,CB202600134,VALIDATED
INS-135,2026-07-03T07:08:00,298285.65,USD,CB202600135,INSTRUCTION_RECEIVED
INS-135,2026-07-03T07:16:00,298285.65,USD,CB202600135,VALIDATED
INS-136,2026-07-09T16:07:00,61435.7,USD,CB202600136,INSTRUCTION_RECEIVED
INS-136,2026-07-09T16:15:00,61435.7,USD,CB202600136,VALIDATED
INS-137,2026-05-18T04:07:00,233920.02,USD,CB202600137,INSTRUCTION_RECEIVED
INS-137,2026-05-18T04:15:00,233920.02,USD,CB202600137,VALIDATED
INS-138,2026-07-18T04:14:00,131250.74,GBP,CB202600138,INSTRUCTION_RECEIVED
INS-138,2026-07-18T04:22:00,131250.74,GBP,CB202600138,VALIDATED
INS-139,2026-07-11T05:16:00,251685.33,USD,CB202600139,INSTRUCTION_RECEIVED
INS-139,2026-07-11T05:24:00,251685.33,USD,CB202600139,VALIDATED
INS-140,2026-04-28T04:58:00,204700.64,EUR,CB202600140,INSTRUCTION_RECEIVED
INS-140,2026-04-28T05:06:00,204700.64,EUR,CB202600140,VALIDATED
INS-141,2026-06-05T00:45:00,71275.29,USD,CB202600141,INSTRUCTION_RECEIVED
INS-141,2026-06-05T00:53:00,71275.29,USD,CB202600141,VALIDATED
INS-142,2026-05-28T21:03:00,246527.92,GBP,CB202600142,INSTRUCTION_RECEIVED
INS-142,2026-05-28T21:11:00,246527.92,GBP,CB202600142,VALIDATED
INS-143,2026-04-26T01:42:00,110216.32,GBP,CB202600143,INSTRUCTION_RECEIVED
INS-143,2026-04-26T01:50:00,110216.32,GBP,CB202600143,VALIDATED
INS-144,2026-05-17T02:52:00,201859.78,GBP,CB202600144,INSTRUCTION_RECEIVED
INS-144,2026-05-17T03:00:00,201859.78,GBP,CB202600144,VALIDATED
INS-145,2026-04-29T02:56:00,193513.44,USD,CB202600145,INSTRUCTION_RECEIVED
INS-145,2026-04-29T03:04:00,193513.44,USD,CB202600145,VALIDATED
INS-146,2026-05-26T14:47:00,172433.5,USD,CB202600146,INSTRUCTION_RECEIVED
INS-146,2026-05-26T14:55:00,172433.5,USD,CB202600146,VALIDATED
INS-147,2026-04-23T23:04:00,7642.07,GBP,CB202600147,INSTRUCTION_RECEIVED
INS-147,2026-04-23T23:12:00,7642.07,GBP,CB202600147,VALIDATED
INS-148,2026-06-09T19:57:00,111022.92,EUR,CB202600148,INSTRUCTION_RECEIVED
INS-148,2026-06-09T20:05:00,111022.92,EUR,CB202600148,VALIDATED
INS-149,2026-07-08T07:51:00,196228.75,USD,CB202600149,INSTRUCTION_RECEIVED
INS-149,2026-07-08T07:59:00,196228.75,USD,CB202600149,VALIDATED
INS-150,2026-06-29T21:05:00,194202.09,EUR,CB202600150,INSTRUCTION_RECEIVED
INS-150,2026-06-29T21:13:00,194202.09,EUR,CB202600150,VALIDATED
INS-151,2026-07-04T02:16:00,297235.67,USD,CB202600151,INSTRUCTION_RECEIVED
INS-151,2026-07-04T02:24:00,297235.67,USD,CB202600151,VALIDATED
INS-152,2026-06-20T07:26:00,96171.01,USD,CB202600152,INSTRUCTION_RECEIVED
INS-152,2026-06-20T07:34:00,96171.01,USD,CB202600152,VALIDATED
INS-153,2026-06-04T01:46:00,65931.31,GBP,CB202600153,INSTRUCTION_RECEIVED
INS-153,2026-06-04T01:54:00,65931.31,GBP,CB202600153,VALIDATED
INS-154,2026-06-14T13:35:00,71465.56,GBP,CB202600154,INSTRUCTION_RECEIVED
INS-154,2026-06-14T13:43:00,71465.56,GBP,CB202600154,VALIDATED
INS-155,2026-07-01T16:17:00,47136.23,USD,CB202600155,INSTRUCTION_RECEIVED
INS-155,2026-07-01T16:25:00,47136.23,USD,CB202600155,VALIDATED
INS-156,2026-06-08T02:23:00,250673.03,EUR,CB202600156,INSTRUCTION_RECEIVED
INS-156,2026-06-08T02:31:00,250673.03,EUR,CB202600156,VALIDATED
INS-157,2026-05-13T14:11:00,32214.68,EUR,CB202600157,INSTRUCTION_RECEIVED
INS-157,2026-05-13T14:19:00,32214.68,EUR,CB202600157,VALIDATED
INS-158,2026-06-23T18:31:00,117702.11,EUR,CB202600158,INSTRUCTION_RECEIVED
