source_ref,event_time,amount,currency,customer_ref,event_code
WF-24-1,2026-06-26T05:29:00,69152.0,USD,CB202600024,BENEFICIARY_CONFIRMED
WF-24-2,2026-06-26T06:29:00,69152.0,USD,CB202600024,CLOSED
WF-25-1,2026-05-29T06:07:00,261687.52,USD,CB202600025,BENEFICIARY_CONFIRMED
WF-25-2,2026-05-29T07:07:00,261687.52,USD,CB202600025,CLOSED
WF-26-1,2026-05-28T11:08:00,213680.13,EUR,CB202600026,BENEFICIARY_CONFIRMED
WF-26-2,2026-05-28T12:08:00,213680.13,EUR,CB202600026,CLOSED
WF-28-1,2026-06-08T13:41:00,62458.61,USD,CB202600028,BENEFICIARY_CONFIRMED
WF-28-2,2026-06-08T14:41:00,62458.61,USD,CB202600028,CLOSED
WF-29-1,2026-05-04T04:20:00,245480.2,GBP,CB202600029,BENEFICIARY_CONFIRMED
WF-29-2,2026-05-04T05:20:00,245480.2,GBP,CB202600029,CLOSED
WF-30-1,2026-05-01T17:03:00,246411.78,USD,CB202600030,BENEFICIARY_CONFIRMED
WF-30-2,2026-05-01T18:03:00,246411.78,USD,CB202600030,CLOSED
WF-31-1,2026-05-16T06:28:00,77022.24,GBP,CB202600031,BENEFICIARY_CONFIRMED
WF-31-2,2026-05-16T07:28:00,77022.24,GBP,CB202600031,CLOSED
WF-32-1,2026-05-03T16:33:00,230369.67,GBP,CB202600032,BENEFICIARY_CONFIRMED
WF-32-2,2026-05-03T17:33:00,230369.67,GBP,CB202600032,CLOSED
WF-34-1,2026-06-18T14:30:00,90814.78,EUR,CB202600034,BENEFICIARY_CONFIRMED
WF-34-2,2026-06-18T15:30:00,90814.78,EUR,CB202600034,CLOSED
WF-35-1,2026-04-27T19:08:00,81608.06,EUR,CB202600035,BENEFICIARY_CONFIRMED
WF-35-2,2026-04-27T20:08:00,81608.06,EUR,CB202600035,CLOSED
WF-36-1,2026-07-02T21:58:00,154183.93,EUR,CB202600036,BENEFICIARY_CONFIRMED
WF-36-2,2026-07-02T22:58:00,154183.93,EUR,CB202600036,CLOSED
WF-38-1,2026-06-24T01:08:00,254939.49,GBP,CB202600038,BENEFICIARY_CONFIRMED
WF-38-2,2026-06-24T02:08:00,254939.49,GBP,CB202600038,CLOSED
WF-39-1,2026-04-25T15:22:00,124404.29,USD,CB202600039,BENEFICIARY_CONFIRMED
WF-39-2,2026-04-25T16:22:00,124404.29,USD,CB202600039,CLOSED
WF-40-1,2026-04-26T00:46:00,173014.04,USD,CB202600040,BENEFICIARY_CONFIRMED
WF-40-2,2026-04-26T01:46:00,173014.04,USD,CB202600040,CLOSED
WF-41-1,2026-06-07T11:24:00,243163.17,GBP,CB202600041,BENEFICIARY_CONFIRMED
WF-41-2,2026-06-07T12:24:00,243163.17,GBP,CB202600041,CLOSED
WF-42-1,2026-06-06T06:21:00,99045.93,USD,CB202600042,BENEFICIARY_CONFIRMED
WF-42-2,2026-06-06T07:21:00,99045.93,USD,CB202600042,CLOSED
WF-43-1,2026-06-17T23:23:00,227613.79,GBP,CB202600043,BENEFICIARY_CONFIRMED
WF-43-2,2026-06-18T00:23:00,227613.79,GBP,CB202600043,CLOSED
WF-45-1,2026-06-24T13:23:00,217926.99,USD,CB202600045,BENEFICIARY_CONFIRMED
WF-45-2,2026-06-24T14:23:00,217926.99,USD,CB202600045,CLOSED
WF-46-1,2026-06-29T09:17:00,195044.91,EUR,CB202600046,BENEFICIARY_CONFIRMED
WF-46-2,2026-06-29T10:17:00,195044.91,EUR,CB202600046,CLOSED
WF-47-1,2026-05-05T11:11:00,118813.8,EUR,CB202600047,BENEFICIARY_CONFIRMED
WF-47-2,2026-05-05T12:11:00,118813.8,EUR,CB202600047,CLOSED
WF-48-1,2026-06-15T09:27:00,235159.72,GBP,CB202600048,BENEFICIARY_CONFIRMED
WF-48-2,2026-06-15T10:27:00,235159.72,GBP,CB202600048,CLOSED
WF-49-1,2026-06-22T05:36:00,124816.17,USD,CB202600049,BENEFICIARY_CONFIRMED
WF-49-2,2026-06-22T06:36:00,124816.17,USD,CB202600049,CLOSED
WF-50-1,2026-06-06T02:51:00,149030.1,GBP,CB202600050,BENEFICIARY_CONFIRMED
WF-50-2,2026-06-06T03:51:00,149030.1,GBP,CB202600050,CLOSED
WF-51-1,2026-07-12T03:00:00,66348.13,EUR,CB202600051,BENEFICIARY_CONFIRMED
WF-51-2,2026-07-12T04:00:00,66348.13,EUR,CB202600051,CLOSED
WF-52-1,2026-07-08T14:10:00,102855.53,EUR,CB202600052,BENEFICIARY_CONFIRMED
WF-52-2,2026-07-08T15:10:00,102855.53,EUR,CB202600052,CLOSED
WF-53-1,2026-07-01T15:04:00,63187.27,GBP,CB202600053,BENEFICIARY_CONFIRMED
WF-53-2,2026-07-01T16:04:00,63187.27,GBP,CB202600053,CLOSED
WF-54-1,2026-06-18T04:13:00,150916.94,USD,CB202600054,BENEFICIARY_CONFIRMED
WF-54-2,2026-06-18T05:13:00,150916.94,USD,CB202600054,CLOSED
WF-55-1,2026-06-28T01:59:00,215479.63,USD,CB202600055,BENEFICIARY_CONFIRMED
WF-55-2,2026-06-28T02:59:00,215479.63,USD,CB202600055,CLOSED
WF-56-1,2026-05-09T17:02:00,131758.32,GBP,CB202600056,BENEFICIARY_CONFIRMED
WF-56-2,2026-05-09T18:02:00,131758.32,GBP,CB202600056,CLOSED
WF-57-1,2026-05-13T16:36:00,206364.57,USD,CB202600057,BENEFICIARY_CONFIRMED
WF-57-2,2026-05-13T17:36:00,206364.57,USD,CB202600057,CLOSED
WF-58-1,2026-05-13T20:13:00,19351.85,GBP,CB202600058,BENEFICIARY_CONFIRMED
WF-58-2,2026-05-13T21:13:00,19351.85,GBP,CB202600058,CLOSED
WF-59-1,2026-07-03T03:33:00,21574.07,GBP,CB202600059,BENEFICIARY_CONFIRMED
WF-59-2,2026-07-03T04:33:00,21574.07,GBP,CB202600059,CLOSED
WF-60-1,2026-06-28T08:23:00,211956.66,EUR,CB202600060,BENEFICIARY_CONFIRMED
WF-60-2,2026-06-28T09:23:00,211956.66,EUR,CB202600060,CLOSED
WF-61-1,2026-05-05T17:06:00,289116.78,EUR,CB202600061,BENEFICIARY_CONFIRMED
WF-61-2,2026-05-05T18:06:00,289116.78,EUR,CB202600061,CLOSED
WF-63-1,2026-05-17T18:39:00,50466.09,USD,CB202600063,BENEFICIARY_CONFIRMED
WF-63-2,2026-05-17T19:39:00,50466.09,USD,CB202600063,CLOSED
WF-64-1,2026-07-06T19:49:00,60109.48,GBP,CB202600064,BENEFICIARY_CONFIRMED
WF-64-2,2026-07-06T20:49:00,60109.48,GBP,CB202600064,CLOSED
WF-65-1,2026-04-24T08:34:00,130310.37,USD,CB202600065,BENEFICIARY_CONFIRMED
WF-65-2,2026-04-24T09:34:00,130310.37,USD,CB202600065,CLOSED
WF-66-1,2026-07-05T15:09:00,69425.47,EUR,CB202600066,BENEFICIARY_CONFIRMED
WF-66-2,2026-07-05T16:09:00,69425.47,EUR,CB202600066,CLOSED
WF-67-1,2026-05-07T01:24:00,29065.46,GBP,CB202600067,BENEFICIARY_CONFIRMED
WF-67-2,2026-05-07T02:24:00,29065.46,GBP,CB202600067,CLOSED
WF-68-1,2026-06-12T05:45:00,7417.08,GBP,CB202600068,BENEFICIARY_CONFIRMED
WF-68-2,2026-06-12T06:45:00,7417.08,GBP,CB202600068,CLOSED
WF-70-1,2026-07-14T15:24:00,98728.01,EUR,CB202600070,BENEFICIARY_CONFIRMED
WF-70-2,2026-07-14T16:24:00,98728.01,EUR,CB202600070,CLOSED
WF-71-1,2026-06-14T01:15:00,96593.1,USD,CB202600071,BENEFICIARY_CONFIRMED
WF-71-2,2026-06-14T02:15:00,96593.1,USD,CB202600071,CLOSED
WF-72-1,2026-07-08T03:10:00,35998.6,GBP,CB202600072,BENEFICIARY_CONFIRMED
WF-72-2,2026-07-08T04:10:00,35998.6,GBP,CB202600072,CLOSED
WF-74-1,2026-07-11T15:46:00,116346.51,GBP,CB202600074,BENEFICIARY_CONFIRMED
WF-74-2,2026-07-11T16:46:00,116346.51,GBP,CB202600074,CLOSED
WF-77-1,2026-06-09T08:18:00,13762.39,GBP,CB202600077,BENEFICIARY_CONFIRMED
WF-77-2,2026-06-09T09:18:00,13762.39,GBP,CB202600077,CLOSED
WF-78-1,2026-06-19T06:13:00,288053.04,USD,CB202600078,BENEFICIARY_CONFIRMED
WF-78-2,2026-06-19T07:13:00,288053.04,USD,CB202600078,CLOSED
WF-79-1,2026-04-23T06:15:00,233383.07,USD,CB202600079,BENEFICIARY_CONFIRMED
WF-79-2,2026-04-23T07:15:00,233383.07,USD,CB202600079,CLOSED
WF-80-1,2026-06-16T01:41:00,80814.48,EUR,CB202600080,BENEFICIARY_CONFIRMED
WF-80-2,2026-06-16T02:41:00,80814.48,EUR,CB202600080,CLOSED
WF-81-1,2026-06-08T13:11:00,260414.8,GBP,CB202600081,BENEFICIARY_CONFIRMED
WF-81-2,2026-06-08T14:11:00,260414.8,GBP,CB202600081,CLOSED
WF-82-1,2026-06-28T21:40:00,181827.07,EUR,CB202600082,BENEFICIARY_CONFIRMED
WF-82-2,2026-06-28T22:40:00,181827.07,EUR,CB202600082,CLOSED
WF-83-1,2026-05-30T21:07:00,117782.02,GBP,CB202600083,BENEFICIARY_CONFIRMED
WF-83-2,2026-05-30T22:07:00,117782.02,GBP,CB202600083,CLOSED
WF-85-1,2026-05-09T10:33:00,262549.42,GBP,CB202600085,BENEFICIARY_CONFIRMED
WF-85-2,2026-05-09T11:33:00,262549.42,GBP,CB202600085,CLOSED
WF-86-1,2026-05-01T17:32:00,241189.49,EUR,CB202600086,BENEFICIARY_CONFIRMED
WF-86-2,2026-05-01T18:32:00,241189.49,EUR,CB202600086,CLOSED
WF-87-1,2026-07-16T16:17:00,202210.95,USD,CB202600087,BENEFICIARY_CONFIRMED
WF-87-2,2026-07-16T17:17:00,202210.95,USD,CB202600087,CLOSED
WF-88-1,2026-06-07T22:04:00,296133.47,GBP,CB202600088,BENEFICIARY_CONFIRMED
WF-88-2,2026-06-07T23:04:00,296133.47,GBP,CB202600088,CLOSED
WF-89-1,2026-05-03T02:27:00,165873.56,GBP,CB202600089,BENEFICIARY_CONFIRMED
WF-89-2,2026-05-03T03:27:00,165873.56,GBP,CB202600089,CLOSED
WF-90-1,2026-05-26T03:37:00,199444.52,GBP,CB202600090,BENEFICIARY_CONFIRMED
WF-90-2,2026-05-26T04:37:00,199444.52,GBP,CB202600090,CLOSED
WF-91-1,2026-07-13T06:32:00,269257.71,GBP,CB202600091,BENEFICIARY_CONFIRMED
WF-91-2,2026-07-13T07:32:00,269257.71,GBP,CB202600091,CLOSED
WF-92-1,2026-06-14T19:53:00,289537.27,GBP,CB202600092,BENEFICIARY_CONFIRMED
WF-92-2,2026-06-14T20:53:00,289537.27,GBP,CB202600092,CLOSED
WF-93-1,2026-05-10T13:48:00,121504.45,GBP,CB202600093,BENEFICIARY_CONFIRMED
WF-93-2,2026-05-10T14:48:00,121504.45,GBP,CB202600093,CLOSED
WF-94-1,2026-06-16T05:34:00,145361.84,EUR,CB202600094,BENEFICIARY_CONFIRMED
WF-94-2,2026-06-16T06:34:00,145361.84,EUR,CB202600094,CLOSED
WF-95-1,2026-04-23T10:19:00,124332.37,GBP,CB202600095,BENEFICIARY_CONFIRMED
WF-95-2,2026-04-23T11:19:00,124332.37,GBP,CB202600095,CLOSED
WF-96-1,2026-06-07T12:29:00,110663.74,USD,CB202600096,BENEFICIARY_CONFIRMED
WF-96-2,2026-06-07T13:29:00,110663.74,USD,CB202600096,CLOSED
WF-97-1,2026-06-13T15:04:00,69113.32,GBP,CB202600097,BENEFICIARY_CONFIRMED
WF-97-2,2026-06-13T16:04:00,69113.32,GBP,CB202600097,CLOSED
WF-98-1,2026-06-08T04:35:00,180789.11,GBP,CB202600098,BENEFICIARY_CONFIRMED
WF-98-2,2026-06-08T05:35:00,180789.11,GBP,CB202600098,CLOSED
WF-99-1,2026-06-03T23:20:00,69992.48,USD,CB202600099,BENEFICIARY_CONFIRMED
WF-99-2,2026-06-04T00:20:00,69992.48,USD,CB202600099,CLOSED
WF-100-1,2026-05-27T16:06:00,53248.33,GBP,CB202600100,BENEFICIARY_CONFIRMED
WF-100-2,2026-05-27T17:06:00,53248.33,GBP,CB202600100,CLOSED
WF-101-1,2026-06-08T01:37:00,145865.47,GBP,CB202600101,BENEFICIARY_CONFIRMED
WF-101-2,2026-06-08T02:37:00,145865.47,GBP,CB202600101,CLOSED
WF-102-1,2026-06-06T18:03:00,31141.52,GBP,CB202600102,BENEFICIARY_CONFIRMED
WF-102-2,2026-06-06T19:03:00,31141.52,GBP,CB202600102,CLOSED
WF-103-1,2026-06-28T18:50:00,43608.08,EUR,CB202600103,BENEFICIARY_CONFIRMED
WF-103-2,2026-06-28T19:50:00,43608.08,EUR,CB202600103,CLOSED
WF-104-1,2026-07-02T04:16:00,147225.79,EUR,CB202600104,BENEFICIARY_CONFIRMED
WF-104-2,2026-07-02T05:16:00,147225.79,EUR,CB202600104,CLOSED
WF-105-1,2026-06-30T23:07:00,106656.26,USD,CB202600105,BENEFICIARY_CONFIRMED
WF-105-2,2026-07-01T00:07:00,106656.26,USD,CB202600105,CLOSED
WF-106-1,2026-05-25T22:12:00,100142.5,EUR,CB202600106,BENEFICIARY_CONFIRMED
WF-106-2,2026-05-25T23:12:00,100142.5,EUR,CB202600106,CLOSED
WF-107-1,2026-05-22T19:36:00,191390.97,USD,CB202600107,BENEFICIARY_CONFIRMED
WF-107-2,2026-05-22T20:36:00,191390.97,USD,CB202600107,CLOSED
WF-108-1,2026-05-07T19:28:00,159735.09,EUR,CB202600108,BENEFICIARY_CONFIRMED
WF-108-2,2026-05-07T20:28:00,159735.09,EUR,CB202600108,CLOSED
WF-110-1,2026-05-27T12:14:00,57779.2,EUR,CB202600110,BENEFICIARY_CONFIRMED
WF-110-2,2026-05-27T13:14:00,57779.2,EUR,CB202600110,CLOSED
WF-111-1,2026-06-26T08:08:00,160058.45,EUR,CB202600111,BENEFICIARY_CONFIRMED
WF-111-2,2026-06-26T09:08:00,160058.45,EUR,CB202600111,CLOSED
WF-112-1,2026-07-12T01:02:00,200407.3,GBP,CB202600112,BENEFICIARY_CONFIRMED
WF-112-2,2026-07-12T02:02:00,200407.3,GBP,CB202600112,CLOSED
WF-113-1,2026-06-04T02:04:00,274349.52,GBP,CB202600113,BENEFICIARY_CONFIRMED
WF-113-2,2026-06-04T03:04:00,274349.52,GBP,CB202600113,CLOSED
WF-114-1,2026-07-16T06:07:00,27405.75,GBP,CB202600114,BENEFICIARY_CONFIRMED
WF-114-2,2026-07-16T07:07:00,27405.75,GBP,CB202600114,CLOSED
WF-115-1,2026-06-03T07:41:00,31510.81,EUR,CB202600115,BENEFICIARY_CONFIRMED
WF-115-2,2026-06-03T08:41:00,31510.81,EUR,CB202600115,CLOSED
WF-116-1,2026-06-06T09:03:00,203051.66,EUR,CB202600116,BENEFICIARY_CONFIRMED
WF-116-2,2026-06-06T10:03:00,203051.66,EUR,CB202600116,CLOSED
WF-117-1,2026-04-25T06:18:00,245059.07,EUR,CB202600117,BENEFICIARY_CONFIRMED
WF-117-2,2026-04-25T07:18:00,245059.07,EUR,CB202600117,CLOSED
WF-118-1,2026-06-11T07:50:00,66733.29,EUR,CB202600118,BENEFICIARY_CONFIRMED
WF-118-2,2026-06-11T08:50:00,66733.29,EUR,CB202600118,CLOSED
WF-120-1,2026-05-16T15:45:00,121612.46,GBP,CB202600120,BENEFICIARY_CONFIRMED
WF-120-2,2026-05-16T16:45:00,121612.46,GBP,CB202600120,CLOSED
WF-121-1,2026-07-04T04:22:00,188109.14,GBP,CB202600121,BENEFICIARY_CONFIRMED
WF-121-2,2026-07-04T05:22:00,188109.14,GBP,CB202600121,CLOSED
WF-122-1,2026-04-25T12:25:00,113938.02,GBP,CB202600122,BENEFICIARY_CONFIRMED
WF-122-2,2026-04-25T13:25:00,113938.02,GBP,CB202600122,CLOSED
WF-123-1,2026-07-05T01:05:00,1367.25,GBP,CB202600123,BENEFICIARY_CONFIRMED
WF-123-2,2026-07-05T02:05:00,1367.25,GBP,CB202600123,CLOSED
WF-124-1,2026-04-23T21:47:00,121470.48,GBP,CB202600124,BENEFICIARY_CONFIRMED
WF-124-2,2026-04-23T22:47:00,121470.48,GBP,CB202600124,CLOSED
WF-126-1,2026-05-01T07:24:00,207214.81,USD,CB202600126,BENEFICIARY_CONFIRMED
WF-126-2,2026-05-01T08:24:00,207214.81,USD,CB202600126,CLOSED
WF-127-1,2026-04-23T02:55:00,166188.68,USD,CB202600127,BENEFICIARY_CONFIRMED
WF-127-2,2026-04-23T03:55:00,166188.68,USD,CB202600127,CLOSED
WF-128-1,2026-06-02T06:13:00,212159.14,GBP,CB202600128,BENEFICIARY_CONFIRMED
WF-128-2,2026-06-02T07:13:00,212159.14,GBP,CB202600128,CLOSED
WF-130-1,2026-06-30T05:28:00,27659.4,USD,CB202600130,BENEFICIARY_CONFIRMED
WF-130-2,2026-06-30T06:28:00,27659.4,USD,CB202600130,CLOSED
WF-134-1,2026-06-19T10:42:00,244229.7,GBP,CB202600134,BENEFICIARY_CONFIRMED
WF-134-2,2026-06-19T11:42:00,244229.7,GBP,CB202600134,CLOSED
WF-135-1,2026-07-03T10:08:00,298285.65,USD,CB202600135,BENEFICIARY_CONFIRMED
WF-135-2,2026-07-03T11:08:00,298285.65,USD,CB202600135,CLOSED
WF-137-1,2026-05-18T07:07:00,233920.02,USD,CB202600137,BENEFICIARY_CONFIRMED
WF-137-2,2026-05-18T08:07:00,233920.02,USD,CB202600137,CLOSED
WF-138-1,2026-07-18T07:14:00,131250.74,GBP,CB202600138,BENEFICIARY_CONFIRMED
WF-138-2,2026-07-18T08:14:00,131250.74,GBP,CB202600138,CLOSED
WF-139-1,2026-07-11T08:16:00,251685.33,USD,CB202600139,BENEFICIARY_CONFIRMED
WF-139-2,2026-07-11T09:16:00,251685.33,USD,CB202600139,CLOSED
WF-140-1,2026-04-28T07:58:00,204700.64,EUR,CB202600140,BENEFICIARY_CONFIRMED
WF-140-2,2026-04-28T08:58:00,204700.64,EUR,CB202600140,CLOSED
WF-141-1,2026-06-05T14:45:00,71275.29,USD,CB202600141,BENEFICIARY_CONFIRMED
WF-141-2,2026-06-05T15:45:00,71275.29,USD,CB202600141,CLOSED
WF-142-1,2026-05-29T00:03:00,246527.92,GBP,CB202600142,BENEFICIARY_CONFIRMED
WF-142-2,2026-05-29T01:03:00,246527.92,GBP,CB202600142,CLOSED
WF-143-1,2026-04-26T10:42:00,110216.32,GBP,CB202600143,BENEFICIARY_CONFIRMED
WF-143-2,2026-04-26T11:42:00,110216.32,GBP,CB202600143,CLOSED
WF-144-1,2026-05-17T16:52:00,201859.78,GBP,CB202600144,BENEFICIARY_CONFIRMED
WF-144-2,2026-05-17T17:52:00,201859.78,GBP,CB202600144,CLOSED
WF-145-1,2026-04-29T05:56:00,193513.44,USD,CB202600145,BENEFICIARY_CONFIRMED
WF-145-2,2026-04-29T06:56:00,193513.44,USD,CB202600145,CLOSED
WF-146-1,2026-05-27T04:47:00,172433.5,USD,CB202600146,BENEFICIARY_CONFIRMED
WF-146-2,2026-05-27T05:47:00,172433.5,USD,CB202600146,CLOSED
WF-147-1,2026-04-24T02:04:00,7642.07,GBP,CB202600147,BENEFICIARY_CONFIRMED
WF-147-2,2026-04-24T03:04:00,7642.07,GBP,CB202600147,CLOSED
WF-148-1,2026-06-10T09:57:00,111022.92,EUR,CB202600148,BENEFICIARY_CONFIRMED
WF-148-2,2026-06-10T10:57:00,111022.92,EUR,CB202600148,CLOSED
WF-149-1,2026-07-08T10:51:00,196228.75,USD,CB202600149,BENEFICIARY_CONFIRMED
WF-149-2,2026-07-08T11:51:00,196228.75,USD,CB202600149,CLOSED
WF-150-1,2026-06-30T00:05:00,194202.09,EUR,CB202600150,BENEFICIARY_CONFIRMED
WF-150-2,2026-06-30T01:05:00,194202.09,EUR,CB202600150,CLOSED
WF-151-1,2026-07-04T05:16:00,297235.67,USD,CB202600151,BENEFICIARY_CONFIRMED
WF-151-2,2026-07-04T06:16:00,297235.67,USD,CB202600151,CLOSED
WF-152-1,2026-06-20T10:26:00,96171.01,USD,CB202600152,BENEFICIARY_CONFIRMED
WF-152-2,2026-06-20T11:26:00,96171.01,USD,CB202600152,CLOSED
WF-153-1,2026-06-04T04:46:00,65931.31,GBP,CB202600153,BENEFICIARY_CONFIRMED
WF-153-2,2026-06-04T05:46:00,65931.31,GBP,CB202600153,CLOSED
WF-155-1,2026-07-01T19:17:00,47136.23,USD,CB202600155,BENEFICIARY_CONFIRMED
WF-155-2,2026-07-01T20:17:00,47136.23,USD,CB202600155,CLOSED
WF-156-1,2026-06-08T05:23:00,250673.03,EUR,CB202600156,BENEFICIARY_CONFIRMED
WF-156-2,2026-06-08T06:23:00,250673.03,EUR,CB202600156,CLOSED
WF-157-1,2026-05-13T17:11:00,32214.68,EUR,CB202600157,BENEFICIARY_CONFIRMED
WF-157-2,2026-05-13T18:11:00,32214.68,EUR,CB202600157,CLOSED
WF-158-1,2026-06-23T21:31:00,117702.11,EUR,CB202600158,BENEFICIARY_CONFIRMED
WF-158-2,2026-06-23T22:31:00,117702.11,EUR,CB202600158,CLOSED
WF-159-1,2026-06-25T17:09:00,4629.77,USD,CB202600159,BENEFICIARY_CONFIRMED
WF-159-2,2026-06-25T18:09:00,4629.77,USD,CB202600159,CLOSED
WF-160-1,2026-07-18T21:07:00,135843.35,USD,CB202600160,BENEFICIARY_CONFIRMED
WF-160-2,2026-07-18T22:07:00,135843.35,USD,CB202600160,CLOSED
WF-161-1,2026-06-20T22:31:00,74987.54,EUR,CB202600161,BENEFICIARY_CONFIRMED
WF-161-2,2026-06-20T23:31:00,74987.54,EUR,CB202600161,CLOSED
WF-162-1,2026-05-13T04:02:00,223949.48,USD,CB202600162,BENEFICIARY_CONFIRMED
WF-162-2,2026-05-13T05:02:00,223949.48,USD,CB202600162,CLOSED
WF-163-1,2026-07-17T23:29:00,132187.87,EUR,CB202600163,BENEFICIARY_CONFIRMED
WF-163-2,2026-07-18T00:29:00,132187.87,EUR,CB202600163,CLOSED
WF-164-1,2026-07-05T13:51:00,191296.38,GBP,CB202600164,BENEFICIARY_CONFIRMED
WF-164-2,2026-07-05T14:51:00,191296.38,GBP,CB202600164,CLOSED
WF-165-1,2026-07-17T23:22:00,45562.73,EUR,CB202600165,BENEFICIARY_CONFIRMED
WF-165-2,2026-07-18T00:22:00,45562.73,EUR,CB202600165,CLOSED
WF-166-1,2026-04-24T19:09:00,110254.78,EUR,CB202600166,BENEFICIARY_CONFIRMED
WF-166-2,2026-04-24T20:09:00,110254.78,EUR,CB202600166,CLOSED
WF-167-1,2026-05-22T20:20:00,35328.44,GBP,CB202600167,BENEFICIARY_CONFIRMED
WF-167-2,2026-05-22T21:20:00,35328.44,GBP,CB202600167,CLOSED
WF-168-1,2026-05-03T05:35:00,142753.63,USD,CB202600168,BENEFICIARY_CONFIRMED
WF-168-2,2026-05-03T06:35:00,142753.63,USD,CB202600168,CLOSED
WF-169-1,2026-05-25T19:52:00,33388.52,EUR,CB202600169,BENEFICIARY_CONFIRMED
WF-169-2,2026-05-25T20:52:00,33388.52,EUR,CB202600169,CLOSED
WF-171-1,2026-06-26T05:56:00,273067.44,GBP,CB202600171,BENEFICIARY_CONFIRMED
