source_ref,event_time,amount,currency,customer_ref,event_code
SW-61,2026-05-05T08:26:00,289116.78,EUR,CB202600061,SWIFT_SENT
SW-62,2026-07-14T12:57:00,97844.75,GBP,CB202600062,SWIFT_SENT
SW-63,2026-05-17T09:59:00,50466.09,USD,CB202600063,SWIFT_SENT
SW-64,2026-07-06T11:09:00,60109.48,GBP,CB202600064,SWIFT_SENT
SW-65,2026-04-24T05:54:00,130310.37,USD,CB202600065,SWIFT_SENT
SW-66,2026-07-05T12:29:00,69425.47,EUR,CB202600066,SWIFT_SENT
SW-67,2026-05-06T22:44:00,29065.46,GBP,CB202600067,SWIFT_SENT
SW-68,2026-06-12T03:05:00,7417.08,GBP,CB202600068,SWIFT_SENT
SW-69,2026-05-19T01:12:00,110963.11,GBP,CB202600069,SWIFT_SENT
SW-70,2026-07-14T12:44:00,98728.01,EUR,CB202600070,SWIFT_SENT
SW-71,2026-06-13T22:35:00,96593.1,USD,CB202600071,SWIFT_SENT
SW-72,2026-07-07T13:30:00,35998.6,GBP,CB202600072,SWIFT_SENT
SW-73,2026-04-24T07:16:00,160681.47,EUR,CB202600073,SWIFT_SENT
SW-74,2026-07-11T13:06:00,116346.51,GBP,CB202600074,SWIFT_SENT
SW-75,2026-06-06T03:21:00,172340.98,EUR,CB202600075,SWIFT_SENT
SW-76,2026-07-03T01:35:00,96413.45,GBP,CB202600076,SWIFT_SENT
SW-77,2026-06-08T23:38:00,13762.39,GBP,CB202600077,SWIFT_SENT
SW-78,2026-06-19T03:33:00,288053.04,USD,CB202600078,SWIFT_SENT
SW-79,2026-04-23T03:35:00,233383.07,USD,CB202600079,SWIFT_SENT
SW-80,2026-06-15T23:01:00,80814.48,EUR,CB202600080,SWIFT_SENT
SW-81,2026-06-07T23:31:00,260414.8,GBP,CB202600081,SWIFT_SENT
SW-82,2026-06-28T19:00:00,181827.07,EUR,CB202600082,SWIFT_SENT
SW-83,2026-05-30T18:27:00,117782.02,GBP,CB202600083,SWIFT_SENT
SW-84,2026-06-18T06:43:00,160787.1,EUR,CB202600084,SWIFT_SENT
SW-85,2026-05-08T20:53:00,262549.42,GBP,CB202600085,SWIFT_SENT
SW-86,2026-05-01T14:52:00,241189.49,EUR,CB202600086,SWIFT_SENT
SW-87,2026-07-16T13:37:00,202210.95,USD,CB202600087,SWIFT_SENT
SW-88,2026-06-07T08:24:00,296133.47,GBP,CB202600088,SWIFT_SENT
SW-89,2026-05-02T23:47:00,165873.56,GBP,CB202600089,SWIFT_SENT
SW-90,2026-05-26T00:57:00,199444.52,GBP,CB202600090,SWIFT_SENT
SW-91,2026-07-13T03:52:00,269257.71,GBP,CB202600091,SWIFT_SENT
SW-92,2026-06-14T11:13:00,289537.27,GBP,CB202600092,SWIFT_SENT
SW-93,2026-05-10T05:08:00,121504.45,GBP,CB202600093,SWIFT_SENT
SW-94,2026-06-16T02:54:00,145361.84,EUR,CB202600094,SWIFT_SENT
SW-95,2026-04-23T07:39:00,124332.37,GBP,CB202600095,SWIFT_SENT
SW-96,2026-06-07T09:49:00,110663.74,USD,CB202600096,SWIFT_SENT
SW-97,2026-06-13T12:24:00,69113.32,GBP,CB202600097,SWIFT_SENT
SW-98,2026-06-08T01:55:00,180789.11,GBP,CB202600098,SWIFT_SENT
SW-99,2026-06-03T20:40:00,69992.48,USD,CB202600099,SWIFT_SENT
SW-100,2026-05-27T02:26:00,53248.33,GBP,CB202600100,SWIFT_SENT
SW-101,2026-06-07T11:57:00,145865.47,GBP,CB202600101,SWIFT_SENT
SW-102,2026-06-06T04:23:00,31141.52,GBP,CB202600102,SWIFT_SENT
SW-103,2026-06-28T10:10:00,43608.08,EUR,CB202600103,SWIFT_SENT
SW-104,2026-07-02T01:36:00,147225.79,EUR,CB202600104,SWIFT_SENT
SW-105,2026-06-30T20:27:00,106656.26,USD,CB202600105,SWIFT_SENT
SW-106,2026-05-25T13:32:00,100142.5,EUR,CB202600106,SWIFT_SENT
SW-107,2026-05-22T10:56:00,191390.97,USD,CB202600107,SWIFT_SENT
SW-108,2026-05-07T16:48:00,159735.09,EUR,CB202600108,SWIFT_SENT
SW-109,2026-06-05T10:56:00,188542.03,USD,CB202600109,SWIFT_SENT
SW-110,2026-05-27T09:34:00,57779.2,EUR,CB202600110,SWIFT_SENT
SW-111,2026-06-25T23:28:00,160058.45,EUR,CB202600111,SWIFT_SENT
SW-112,2026-07-11T22:22:00,200407.3,GBP,CB202600112,SWIFT_SENT
SW-113,2026-06-03T12:24:00,274349.52,GBP,CB202600113,SWIFT_SENT
SW-114,2026-07-16T03:27:00,27405.75,GBP,CB202600114,SWIFT_SENT
SW-115,2026-06-03T05:01:00,31510.81,EUR,CB202600115,SWIFT_SENT
SW-116,2026-06-06T00:23:00,203051.66,EUR,CB202600116,SWIFT_SENT
SW-117,2026-04-24T21:38:00,245059.07,EUR,CB202600117,SWIFT_SENT
SW-118,2026-06-11T05:10:00,66733.29,EUR,CB202600118,SWIFT_SENT
SW-119,2026-05-15T19:11:00,278693.24,EUR,CB202600119,SWIFT_SENT
SW-120,2026-05-16T07:05:00,121612.46,GBP,CB202600120,SWIFT_SENT
SW-121,2026-07-03T14:42:00,188109.14,GBP,CB202600121,SWIFT_SENT
SW-122,2026-04-25T09:45:00,113938.02,GBP,CB202600122,SWIFT_SENT
SW-123,2026-07-04T22:25:00,1367.25,GBP,CB202600123,SWIFT_SENT
SW-124,2026-04-23T08:07:00,121470.48,GBP,CB202600124,SWIFT_SENT
SW-125,2026-07-12T15:36:00,238781.94,EUR,CB202600125,SWIFT_SENT
SW-126,2026-04-30T17:44:00,207214.81,USD,CB202600126,SWIFT_SENT
SW-127,2026-04-23T00:15:00,166188.68,USD,CB202600127,SWIFT_SENT
SW-128,2026-06-01T21:33:00,212159.14,GBP,CB202600128,SWIFT_SENT
SW-129,2026-06-07T20:10:00,287411.26,GBP,CB202600129,SWIFT_SENT
SW-130,2026-06-29T15:48:00,27659.4,USD,CB202600130,SWIFT_SENT
SW-131,2026-06-24T05:12:00,268872.31,EUR,CB202600131,SWIFT_SENT
SW-132,2026-06-24T06:47:00,215738.53,EUR,CB202600132,SWIFT_SENT
SW-133,2026-05-02T06:34:00,84356.15,USD,CB202600133,SWIFT_SENT
SW-134,2026-06-19T02:02:00,244229.7,GBP,CB202600134,SWIFT_SENT
SW-135,2026-07-03T07:28:00,298285.65,USD,CB202600135,SWIFT_SENT
SW-136,2026-07-09T16:27:00,61435.7,USD,CB202600136,SWIFT_SENT
SW-137,2026-05-18T04:27:00,233920.02,USD,CB202600137,SWIFT_SENT
SW-138,2026-07-18T04:34:00,131250.74,GBP,CB202600138,SWIFT_SENT
SW-139,2026-07-11T05:36:00,251685.33,USD,CB202600139,SWIFT_SENT
SW-140,2026-04-28T05:18:00,204700.64,EUR,CB202600140,SWIFT_SENT
SW-141,2026-06-05T01:05:00,71275.29,USD,CB202600141,SWIFT_SENT
SW-142,2026-05-28T21:23:00,246527.92,GBP,CB202600142,SWIFT_SENT
SW-143,2026-04-26T02:02:00,110216.32,GBP,CB202600143,SWIFT_SENT
SW-144,2026-05-17T03:12:00,201859.78,GBP,CB202600144,SWIFT_SENT
SW-145,2026-04-29T03:16:00,193513.44,USD,CB202600145,SWIFT_SENT
SW-146,2026-05-26T15:07:00,172433.5,USD,CB202600146,SWIFT_SENT
SW-147,2026-04-23T23:24:00,7642.07,GBP,CB202600147,SWIFT_SENT
SW-148,2026-06-09T20:17:00,111022.92,EUR,CB202600148,SWIFT_SENT
SW-149,2026-07-08T08:11:00,196228.75,USD,CB202600149,SWIFT_SENT
SW-150,2026-06-29T21:25:00,194202.09,EUR,CB202600150,SWIFT_SENT
SW-151,2026-07-04T02:36:00,297235.67,USD,CB202600151,SWIFT_SENT
SW-152,2026-06-20T07:46:00,96171.01,USD,CB202600152,SWIFT_SENT
SW-153,2026-06-04T02:06:00,65931.31,GBP,CB202600153,SWIFT_SENT
SW-154,2026-06-14T13:55:00,71465.56,GBP,CB202600154,SWIFT_SENT
SW-155,2026-07-01T16:37:00,47136.23,USD,CB202600155,SWIFT_SENT
SW-156,2026-06-08T02:43:00,250673.03,EUR,CB202600156,SWIFT_SENT
SW-157,2026-05-13T14:31:00,32214.68,EUR,CB202600157,SWIFT_SENT
SW-158,2026-06-23T18:51:00,117702.11,EUR,CB202600158,SWIFT_SENT
SW-159,2026-06-25T14:29:00,4629.77,USD,CB202600159,SWIFT_SENT
SW-160,2026-07-18T18:27:00,135843.35,USD,CB202600160,SWIFT_SENT
SW-161,2026-06-20T19:51:00,74987.54,EUR,CB202600161,SWIFT_SENT
SW-162,2026-05-12T14:22:00,223949.48,USD,CB202600162,SWIFT_SENT
SW-163,2026-07-17T09:49:00,132187.87,EUR,CB202600163,SWIFT_SENT
SW-164,2026-07-05T11:11:00,191296.38,GBP,CB202600164,SWIFT_SENT
SW-165,2026-07-17T20:42:00,45562.73,EUR,CB202600165,SWIFT_SENT
SW-166,2026-04-24T16:29:00,110254.78,EUR,CB202600166,SWIFT_SENT
SW-167,2026-05-22T17:40:00,35328.44,GBP,CB202600167,SWIFT_SENT
SW-168,2026-05-02T15:55:00,142753.63,USD,CB202600168,SWIFT_SENT
SW-169,2026-05-25T17:12:00,33388.52,EUR,CB202600169,SWIFT_SENT
SW-170,2026-06-06T22:37:00,290709.03,GBP,CB202600170,SWIFT_SENT
SW-171,2026-06-25T21:16:00,273067.44,GBP,CB202600171,SWIFT_SENT
SW-172,2026-06-28T07:09:00,58483.98,EUR,CB202600172,SWIFT_SENT
SW-173,2026-07-08T00:50:00,179396.06,GBP,CB202600173,SWIFT_SENT
SW-174,2026-06-01T19:48:00,182786.7,GBP,CB202600174,SWIFT_SENT
SW-175,2026-06-20T16:19:00,137510.81,GBP,CB202600175,SWIFT_SENT
SW-176,2026-07-16T08:35:00,272346.74,GBP,CB202600176,SWIFT_SENT
SW-177,2026-07-11T10:17:00,162792.31,GBP,CB202600177,SWIFT_SENT
SW-178,2026-05-20T14:41:00,268927.8,EUR,CB202600178,SWIFT_SENT
SW-179,2026-06-17T02:43:00,193117.21,GBP,CB202600179,SWIFT_SENT
SW-180,2026-06-01T21:39:00,282753.51,EUR,CB202600180,SWIFT_SENT
SW-181,2026-06-12T14:06:00,166818.15,GBP,CB202600181,SWIFT_SENT
SW-182,2026-07-15T23:47:00,203590.43,USD,CB202600182,SWIFT_SENT
SW-183,2026-06-18T13:47:00,274488.77,EUR,CB202600183,SWIFT_SENT
SW-184,2026-05-27T11:38:00,8023.01,GBP,CB202600184,SWIFT_SENT
SW-185,2026-05-08T03:40:00,281231.67,USD,CB202600185,SWIFT_SENT
SW-186,2026-05-03T07:23:00,56897.0,USD,CB202600186,SWIFT_SENT
SW-187,2026-06-08T19:17:00,240623.39,USD,CB202600187,SWIFT_SENT
SW-188,2026-05-04T05:46:00,49795.45,EUR,CB202600188,SWIFT_SENT
SW-189,2026-07-02T22:18:00,51152.51,GBP,CB202600189,SWIFT_SENT
SW-190,2026-06-07T02:42:00,70787.98,USD,CB202600190,SWIFT_SENT
SW-191,2026-07-17T07:53:00,109781.74,GBP,CB202600191,SWIFT_SENT
SW-192,2026-05-03T04:48:00,20030.43,USD,CB202600192,SWIFT_SENT
SW-193,2026-06-21T00:25:00,16313.08,GBP,CB202600193,SWIFT_SENT
SW-194,2026-05-05T03:11:00,176773.98,EUR,CB202600194,SWIFT_SENT
SW-195,2026-05-02T19:55:00,263828.09,USD,CB202600195,SWIFT_SENT
SW-196,2026-07-19T04:44:00,169322.63,GBP,CB202600196,SWIFT_SENT
SW-197,2026-05-08T11:52:00,149249.87,EUR,CB202600197,SWIFT_SENT
SW-198,2026-07-02T15:24:00,216056.58,EUR,CB202600198,SWIFT_SENT
SW-199,2026-07-19T03:02:00,65775.51,USD,CB202600199,SWIFT_SENT
SW-200,2026-04-30T00:16:00,177893.12,GBP,CB202600200,SWIFT_SENT
SW-201,2026-05-31T09:13:00,155220.13,GBP,CB202600201,SWIFT_SENT
SW-202,2026-07-06T12:46:00,28801.7,GBP,CB202600202,SWIFT_SENT
SW-203,2026-06-15T02:38:00,163093.56,USD,CB202600203,SWIFT_SENT
SW-204,2026-07-02T18:11:00,282108.07,EUR,CB202600204,SWIFT_SENT
SW-205,2026-05-15T08:07:00,80311.11,GBP,CB202600205,SWIFT_SENT
SW-206,2026-04-22T18:20:00,222047.02,EUR,CB202600206,SWIFT_SENT
SW-207,2026-07-02T23:57:00,205532.55,GBP,CB202600207,SWIFT_SENT
SW-208,2026-05-03T18:36:00,88113.67,GBP,CB202600208,SWIFT_SENT
SW-209,2026-05-25T15:09:00,11024.23,USD,CB202600209,SWIFT_SENT
SW-210,2026-05-25T12:26:00,118277.31,GBP,CB202600210,SWIFT_SENT
SW-211,2026-06-08T17:04:00,28421.17,GBP,CB202600211,SWIFT_SENT
SW-212,2026-04-28T21:22:00,128279.49,EUR,CB202600212,SWIFT_SENT
SW-213,2026-05-10T02:23:00,111999.86,USD,CB202600213,SWIFT_SENT
SW-214,2026-07-15T01:56:00,77492.57,EUR,CB202600214,SWIFT_SENT
SW-215,2026-04-29T23:19:00,91624.8,USD,CB202600215,SWIFT_SENT
SW-216,2026-07-13T04:51:00,270387.02,EUR,CB202600216,SWIFT_SENT
SW-217,2026-07-10T12:37:00,136045.66,USD,CB202600217,SWIFT_SENT
SW-218,2026-06-18T19:44:00,250953.85,USD,CB202600218,SWIFT_SENT
SW-219,2026-04-29T23:43:00,236976.82,EUR,CB202600219,SWIFT_SENT
SW-220,2026-07-02T19:15:00,161864.07,USD,CB202600220,SWIFT_SENT
SW-221,2026-04-27T03:00:00,111812.11,EUR,CB202600221,SWIFT_SENT
SW-222,2026-06-28T03:28:00,203102.94,USD,CB202600222,SWIFT_SENT
SW-223,2026-06-07T01:33:00,15621.21,GBP,CB202600223,SWIFT_SENT
SW-224,2026-05-20T10:03:00,49625.98,EUR,CB202600224,SWIFT_SENT
SW-225,2026-05-28T09:14:00,193396.76,GBP,CB202600225,SWIFT_SENT
SW-226,2026-06-01T20:05:00,9187.76,GBP,CB202600226,SWIFT_SENT
SW-227,2026-06-27T20:48:00,59872.31,USD,CB202600227,SWIFT_SENT
SW-228,2026-06-08T13:46:00,187356.41,GBP,CB202600228,SWIFT_SENT
SW-229,2026-06-01T07:25:00,151696.88,GBP,CB202600229,SWIFT_SENT
SW-230,2026-07-09T11:08:00,185972.35,USD,CB202600230,SWIFT_SENT
SW-231,2026-07-12T20:58:00,282352.27,USD,CB202600231,SWIFT_SENT
SW-232,2026-07-13T23:10:00,251004.9,USD,CB202600232,SWIFT_SENT
SW-233,2026-07-05T11:08:00,110249.35,EUR,CB202600233,SWIFT_SENT
SW-234,2026-06-16T06:06:00,238833.86,EUR,CB202600234,SWIFT_SENT
SW-235,2026-07-08T06:28:00,62472.42,EUR,CB202600235,SWIFT_SENT
SW-236,2026-07-06T20:21:00,260023.78,USD,CB202600236,SWIFT_SENT
SW-237,2026-04-28T13:19:00,188854.58,GBP,CB202600237,SWIFT_SENT
SW-238,2026-04-26T15:34:00,178196.08,USD,CB202600238,SWIFT_SENT
SW-239,2026-06-13T23:15:00,169107.96,USD,CB202600239,SWIFT_SENT
SW-240,2026-06-27T01:59:00,229281.54,USD,CB202600240,SWIFT_SENT
SW-241,2026-05-07T17:23:00,251506.81,EUR,CB202600241,SWIFT_SENT
SW-242,2026-05-30T10:00:00,121964.49,USD,CB202600242,SWIFT_SENT
SW-243,2026-05-25T11:38:00,27133.48,USD,CB202600243,SWIFT_SENT
SW-244,2026-07-14T03:38:00,251167.04,USD,CB202600244,SWIFT_SENT
SW-245,2026-07-16T07:28:00,57052.18,EUR,CB202600245,SWIFT_SENT
SW-246,2026-07-07T09:33:00,123390.01,GBP,CB202600246,SWIFT_SENT
SW-247,2026-05-29T06:51:00,125861.24,USD,CB202600247,SWIFT_SENT
SW-248,2026-07-08T20:15:00,295485.22,GBP,CB202600248,SWIFT_SENT
SW-249,2026-06-15T12:30:00,19929.1,EUR,CB202600249,SWIFT_SENT
SW-250,2026-07-13T19:05:00,213250.94,EUR,CB202600250,SWIFT_SENT
SW-251,2026-05-28T20:19:00,63947.48,GBP,CB202600251,SWIFT_SENT
SW-252,2026-05-11T01:55:00,248992.09,GBP,CB202600252,SWIFT_SENT
SW-253,2026-04-25T19:15:00,178849.61,USD,CB202600253,SWIFT_SENT
SW-254,2026-06-18T04:16:00,284346.4,USD,CB202600254,SWIFT_SENT
SW-255,2026-06-08T11:49:00,56353.44,USD,CB202600255,SWIFT_SENT
SW-256,2026-06-25T20:50:00,42691.14,USD,CB202600256,SWIFT_SENT
SW-257,2026-05-24T13:45:00,219494.09,EUR,CB202600257,SWIFT_SENT
SW-258,2026-05-03T13:39:00,233549.31,GBP,CB202600258,SWIFT_SENT
SW-259,2026-06-19T01:48:00,122276.0,USD,CB202600259,SWIFT_SENT
SW-260,2026-05-07T08:55:00,218708.47,EUR,CB202600260,SWIFT_SENT
SW-261,2026-07-08T03:32:00,4803.11,USD,CB202600261,SWIFT_SENT
SW-262,2026-06-28T09:25:00,271432.21,GBP,CB202600262,SWIFT_SENT
SW-263,2026-06-15T20:31:00,207529.86,USD,CB202600263,SWIFT_SENT
SW-264,2026-04-26T10:07:00,264326.96,USD,CB202600264,SWIFT_SENT
SW-265,2026-06-14T08:17:00,150051.4,EUR,CB202600265,SWIFT_SENT
SW-266,2026-06-30T16:36:00,189353.55,USD,CB202600266,SWIFT_SENT
SW-267,2026-05-05T13:55:00,67388.21,USD,CB202600267,SWIFT_SENT
SW-268,2026-06-12T13:00:00,56762.73,GBP,CB202600268,SWIFT_SENT
SW-269,2026-06-20T21:29:00,172052.89,EUR,CB202600269,SWIFT_SENT
SW-270,2026-06-17T04:28:00,88495.99,EUR,CB202600270,SWIFT_SENT
SW-271,2026-05-19T07:52:00,174374.32,GBP,CB202600271,SWIFT_SENT
SW-272,2026-06-04T08:35:00,89507.44,GBP,CB202600272,SWIFT_SENT
SW-273,2026-05-27T13:57:00,221043.59,EUR,CB202600273,SWIFT_SENT
SW-274,2026-04-22T14:39:00,136995.25,EUR,CB202600274,SWIFT_SENT
SW-275,2026-07-18T16:29:00,33163.34,GBP,CB202600275,SWIFT_SENT
SW-276,2026-04-22T07:07:00,223779.62,GBP,CB202600276,SWIFT_SENT
SW-277,2026-05-01T10:02:00,151843.09,USD,CB202600277,SWIFT_SENT
SW-278,2026-05-29T05:04:00,203052.68,EUR,CB202600278,SWIFT_SENT
SW-279,2026-05-29T02:26:00,61307.95,GBP,CB202600279,SWIFT_SENT
SW-280,2026-07-08T14:51:00,154904.8,EUR,CB202600280,SWIFT_SENT
SW-281,2026-05-07T18:19:00,63931.52,EUR,CB202600281,SWIFT_SENT
SW-282,2026-07-04T15:53:00,50966.96,GBP,CB202600282,SWIFT_SENT
SW-283,2026-04-25T09:23:00,41329.95,EUR,CB202600283,SWIFT_SENT
SW-284,2026-07-03T22:18:00,152969.69,GBP,CB202600284,SWIFT_SENT
SW-285,2026-07-15T21:17:00,234131.0,EUR,CB202600285,SWIFT_SENT
SW-286,2026-06-10T15:31:00,53190.26,EUR,CB202600286,SWIFT_SENT
SW-287,2026-07-12T18:58:00,53050.76,GBP,CB202600287,SWIFT_SENT
SW-288,2026-07-17T04:58:00,217702.42,GBP,CB202600288,SWIFT_SENT
SW-289,2026-07-18T11:28:00,241273.11,EUR,CB202600289,SWIFT_SENT
SW-290,2026-05-27T17:37:00,105519.38,GBP,CB202600290,SWIFT_SENT
SW-291,2026-07-02T09:27:00,85401.02,USD,CB202600291,SWIFT_SENT
SW-292,2026-06-30T01:19:00,180520.84,GBP,CB202600292,SWIFT_SENT
SW-293,2026-04-30T12:36:00,172516.16,USD,CB202600293,SWIFT_SENT
SW-294,2026-05-02T07:11:00,147554.07,GBP,CB202600294,SWIFT_SENT
SW-295,2026-05-18T21:36:00,3549.32,GBP,CB202600295,SWIFT_SENT
SW-296,2026-06-13T18:26:00,175872.8,GBP,CB202600296,SWIFT_SENT
SW-297,2026-05-02T14:04:00,287919.76,GBP,CB202600297,SWIFT_SENT
SW-298,2026-06-20T02:44:00,124301.53,EUR,CB202600298,SWIFT_SENT
SW-299,2026-05-11T17:01:00,20046.3,GBP,CB202600299,SWIFT_SENT
SW-300,2026-05-27T00:45:00,149316.9,GBP,CB202600300,SWIFT_SENT
